ZipCode,AssessTot,LandUse,Address,MaxValues,,,,,,
10028,480864,4,1641 YORK AVENUE,,,,,,,
10028,478350,11,1540 2 AVENUE,,,,,,,
10028,478199,4,1664 1 AVENUE,,,,,,,
10028,475628,1,160 EAST 83 STREET,,,,,,,
10028,474552,4,1256 LEXINGTON AVENUE,,,,,,,
10028,474375,2,333 EAST 83 STREET,,,,,,,
10028,474375,4,1575 YORK AVENUE,,,,,,,
10028,471256,2,303 EAST 84 STREET,,,,,,,
10028,467027,2,225 EAST 84 STREET,,,,,,,
10028,466555,4,1588 1 AVENUE,,,,,,,
10028,464999,4,240 EAST 85 STREET,,,,,,,
10028,462688,2,536 EAST 85 STREET,,,,,,,
10028,460943,2,236 EAST 81 STREET,,,,,,,
10028,460816,2,520 EAST 85 STREET,,,,,,,
10028,460813,4,1612 YORK AVENUE,,,,,,,
10028,460813,2,1614 YORK AVENUE,,,,,,,
10028,460799,2,48 EAST 83 STREET,,,,,,,
10028,460263,1,52 EAST 82 STREET,,,,,,,
10028,456888,1,21 EAST 81 STREET,,,,,,,
10028,456651,4,1580 YORK AVENUE,,,,,,,
10028,454043,4,1603 YORK AVENUE,,,,,,,
10028,453600,2,341 EAST 81 STREET,,,,,,,
10028,453600,,EAST 83 STREET,,,,,,,
10028,453376,1,23 EAST 83 STREET,,,,,,,
10028,451456,2,524 EAST 84 STREET,,,,,,,
10028,451200,4,249 EAST 82 STREET,,,,,,,
10028,450301,2,415 EAST 84 STREET,,,,,,,
10028,449590,4,240 EAST 81 STREET,,,,,,,
10028,449438,4,1574 2 AVENUE,,,,,,,
10028,449064,4,1254 LEXINGTON AVENUE,,,,,,,
10028,448588,1,59 EAST 82 STREET,,,,,,,
10028,448450,2,1626 YORK AVENUE,,,,,,,
10028,448200,2,342 EAST 84 STREET,,,,,,,
10028,447152,4,1527 YORK AVENUE,,,,,,,
10028,440490,4,1584 YORK AVENUE,,,,,,,
10028,439400,2,339 EAST 82 STREET,,,,,,,
10028,438365,2,321 EAST 84 STREET,,,,,,,
10028,434949,4,1556 2 AVENUE,,,,,,,
10028,431568,4,1628 YORK AVENUE,,,,,,,
10028,429520,2,331 EAST 82 STREET,,,,,,,
10028,428302,2,333 EAST 82 STREET,,,,,,,
10028,428302,4,1663 1 AVENUE,,,,,,,
10028,424233,4,1130 MADISON AVENUE,,,,,,,
10028,423437,4,245 EAST 81 STREET,,,,,,,
10028,420158,2,449 EAST 84 STREET,,,,,,,
10028,420158,2,506 EAST 84 STREET,,,,,,,
10028,420158,4,502 EAST 84 STREET,,,,,,,
10028,418050,11,318 EAST 81 STREET,,,,,,,
10028,417804,2,312 EAST 83 STREET,,,,,,,
10028,417037,4,121 EAST 83 STREET,,,,,,,
10028,416700,2,409 EAST 85 STREET,,,,,,,
10028,416000,4,1461 3 AVENUE,,,,,,,
10028,415940,1,410 EAST 85 STREET,,,,,,,
10028,415925,2,524 EAST 85 STREET,,,,,,,
10028,413383,4,1647 1 AVENUE,,,,,,,
10028,413364,2,423 EAST 84 STREET,,,,,,,
10028,410967,1,129 EAST 81 STREET,,,,,,,
10028,408651,4,501 EAST 82 STREET,,,,,,,
10028,406606,4,1565 2 AVENUE,,,,,,,
10028,406445,4,1586 2 AVENUE,,,,,,,
10028,406266,2,19 EAST 83 STREET,,,,,,,
10028,405900,4,1548 2 AVENUE,,,,,,,
10028,404851,2,416 EAST 84 STREET,,,,,,,
10028,404851,2,414 EAST 84 STREET,,,,,,,
10028,401855,7,EAST 84 STREET,,,,,,,
10028,400896,1,427 EAST 85 STREET,,,,,,,
10028,400500,11,301 EAST 81 STREET,,,,,,,
10028,399854,4,1643 YORK AVENUE,,,,,,,
10028,399826,4,1601 YORK AVENUE,,,,,,,
10028,398131,2,52 EAST 81 STREET,,,,,,,
10028,398131,4,46 EAST 82 STREET,,,,,,,
10028,393051,4,1555 YORK AVENUE,,,,,,,
10028,389485,4,1581 1 AVENUE,,,,,,,
10028,389291,4,1567 2 AVENUE,,,,,,,
10028,388800,2,319 EAST 85 STREET,,,,,,,
10028,386272,4,1586 YORK AVENUE,,,,,,,
10028,386100,2,38 EAST 81 STREET,,,,,,,
10028,384880,1,40 EAST 81 STREET,,,,,,,
10028,382636,4,451 EAST 86 STREET,,,,,,,
10028,381819,2,119 EAST 81 STREET,,,,,,,
10028,377161,4,204 EAST 83 STREET,,,,,,,
10028,375290,4,1584 1 AVENUE,,,,,,,
10028,375050,2,58 EAST 83 STREET,,,,,,,
10028,373811,1,56 EAST 81 STREET,,,,,,,
10028,365367,1,50 EAST 82 STREET,,,,,,,
10028,365040,2,451 EAST 84 STREET,,,,,,,
10028,364953,1,49 EAST 82 STREET,,,,,,,
10028,363555,2,308 EAST 82 STREET,,,,,,,
10028,362505,2,518 EAST 82 STREET,,,,,,,
10028,361800,8,424 EAST 84 STREET,,,,,,,
10028,361350,5,424 EAST 81 STREET,,,,,,,
10028,359166,2,420 EAST 85 STREET,,,,,,,
10028,357500,4,1652 2 AVENUE,,,,,,,
10028,355050,4,1622 YORK AVENUE,,,,,,,
10028,352391,2,517 EAST 81 STREET,,,,,,,
10028,351000,2,36 EAST 81 STREET,,,,,,,
10028,345614,2,343 EAST 81 STREET,,,,,,,
10028,345614,2,450 EAST 84 STREET,,,,,,,
10028,345597,2,335 EAST 82 STREET,,,,,,,
10028,345597,2,453 EAST 83 STREET,,,,,,,
10028,342576,2,410 EAST 83 STREET,,,,,,,
10028,335502,1,46 EAST 81 STREET,,,,,,,
10028,334155,2,419 EAST 84 STREET,,,,,,,
10028,329289,1,117 EAST 83 STREET,,,,,,,
10028,326999,4,1065 MADISON AVENUE,,,,,,,
10028,326545,1,42 EAST 81 STREET,,,,,,,
10028,322375,1,140 EAST END AVENUE,,,,,,,
10028,321056,1,9 EAST 81 STREET,,,,,,,
10028,318506,2,516 EAST 84 STREET,,,,,,,
10028,316862,1,54 EAST 82 STREET,,,,,,,
10028,316862,1,44 EAST 82 STREET,,,,,,,
10028,312824,1,121 EAST 81 STREET,,,,,,,
10028,312202,4,227 EAST 84 STREET,,,,,,,
10028,311040,1,127 EAST 81 STREET,,,,,,,
10028,308458,2,524 EAST 82 STREET,,,,,,,
10028,305320,1,117 EAST 81 STREET,,,,,,,
10028,304952,2,304 EAST 82 STREET,,,,,,,
10028,304591,1,115 EAST 81 STREET,,,,,,,
10028,303574,1,52 EAST 83 STREET,,,,,,,
10028,300600,11,1544 2 AVENUE,,,,,,,
10028,298473,1,165 EAST 82 STREET,,,,,,,
10028,296360,1,162 EAST 81 STREET,,,,,,,
10028,296360,1,113 EAST 81 STREET,,,,,,,
10028,295280,1,160 EAST 81 STREET,,,,,,,
10028,293850,6,345 EAST 82 STREET,,,,,,,
10028,287550,10,236 EAST 83 STREET,,,,,,,
10028,286010,1,514 EAST 84 STREET,,,,,,,
10028,284596,2,337 EAST 82 STREET,,,,,,,
10028,284300,1,163 EAST 82 STREET,,,,,,,
10028,282366,2,418 EAST 84 STREET,,,,,,,
10028,282009,1,51 EAST 82 STREET,,,,,,,
10028,281851,1,150 EAST 81 STREET,,,,,,,
10028,280704,1,209 EAST 83 STREET,,,,,,,
10028,279585,1,125 EAST 81 STREET,,,,,,,
10028,278469,2,504 EAST 84 STREET,,,,,,,
10028,276602,1,158 EAST 81 STREET,,,,,,,
10028,271622,1,155 EAST 82 STREET,,,,,,,
10028,269325,1,162 EAST 83 STREET,,,,,,,
10028,269035,1,109 EAST 81 STREET,,,,,,,
10028,263761,1,164 EAST 81 STREET,,,,,,,
10028,263430,2,157 EAST 82 STREET,,,,,,,
10028,263430,2,166 EAST 83 STREET,,,,,,,
10028,263430,1,118 EAST 83 STREET,,,,,,,
10028,257774,2,312 EAST 81 STREET,,,,,,,
10028,257377,1,142 EAST END AVENUE,,,,,,,
10028,247072,1,16 EAST 85 STREET,,,,,,,
10028,243597,1,417 EAST 84 STREET,,,,,,,
10028,243278,1,412 EAST 84 STREET,,,,,,,
10028,242305,1,55 EAST 82 STREET,,,,,,,
10028,240423,1,159 EAST 82 STREET,,,,,,,
10028,238774,1,18 EAST 85 STREET,,,,,,,
10028,237385,2,329 EAST 82 STREET,,,,,,,
10028,233344,1,166 EAST 81 STREET,,,,,,,
10028,233100,11,301 EAST 81 STREET,,,,,,,
10028,230502,2,156 EAST 83 STREET,,,,,,,
10028,219801,1,432 EAST 84 STREET,,,,,,,
10028,219801,1,422 EAST 85 STREET,,,,,,,
10028,219468,1,161 EAST 82 STREET,,,,,,,
10028,214200,11,1546 2 AVENUE,,,,,,,
10028,211249,1,511 EAST 84 STREET,,,,,,,
10028,208810,1,525 EAST 85 STREET,,,,,,,
10028,205200,1,158 EAST 83 STREET,,,,,,,
10028,203212,1,441 EAST 84 STREET,,,,,,,
10028,202050,11,1542 2 AVENUE,,,,,,,
10028,200865,1,164 EAST 83 STREET,,,,,,,
10028,199237,1,429 EAST 85 STREET,,,,,,,
10028,195924,4,220 EAST 81 STREET,,,,,,,
10028,195924,1,207 EAST 83 STREET,,,,,,,
10028,193800,1,3 EAST 82 STREET,,,,,,,
10028,189132,1,146 EAST END AVENUE,,,,,,,
10028,187120,2,153 EAST 82 STREET,,,,,,,
10028,185241,2,201B EAST 82 STREET,,,,,,,
10028,185050,4,1209 LEXINGTON AVENUE,,,,,,,
10028,183168,2,433 EAST 85 STREET,,,,,,,
10028,182277,1,144 EAST END AVENUE,,,,,,,
10028,181394,1,10 HENDERSON PLACE,,,,,,,
10028,180754,1,243 EAST 82 STREET,,,,,,,
10028,180518,1,519 EAST 84 STREET,,,,,,,
10028,177596,1,447 EAST 84 STREET,,,,,,,
10028,177258,1,308 EAST 81 STREET,,,,,,,
10028,175840,1,343 EAST 84 STREET,,,,,,,
10028,175840,2,412 EAST 85 STREET,,,,,,,
10028,175840,1,1630 YORK AVENUE,,,,,,,
10028,175840,2,1624 YORK AVENUE,,,,,,,
10028,175203,7,F D R DRIVE,,,,,,,
10028,174521,1,116 EAST 82 STREET,,,,,,,
10028,174496,1,310 EAST 82 STREET,,,,,,,
10028,174374,1,445 EAST 84 STREET,,,,,,,
10028,168513,1,346 EAST 84 STREET,,,,,,,
10028,168243,1,222 EAST 83 STREET,,,,,,,
10028,168192,1,148 EAST END AVENUE,,,,,,,
10028,168192,1,150 EAST END AVENUE,,,,,,,
10028,166566,2,325 EAST 82 STREET,,,,,,,
10028,164643,2,505 EAST 84 STREET,,,,,,,
10028,164643,1,521 EAST 84 STREET,,,,,,,
10028,162474,4,1632 YORK AVENUE,,,,,,,
10028,161187,1,430 EAST 84 STREET,,,,,,,
10028,161187,1,152 EAST END AVENUE,,,,,,,
10028,156744,1,12 HENDERSON PLACE,,,,,,,
10028,156410,1,406 EAST 85 STREET,,,,,,,
10028,155325,1,347 EAST 84 STREET,,,,,,,
10028,155325,1,349 EAST 84 STREET,,,,,,,
10028,155325,2,345 EAST 84 STREET,,,,,,,
10028,155233,2,344 EAST 84 STREET,,,,,,,
10028,153860,1,431 EAST 85 STREET,,,,,,,
10028,153446,1,443 EAST 84 STREET,,,,,,,
10028,149299,1,507 EAST 84 STREET,,,,,,,
10028,149299,1,515 EAST 84 STREET,,,,,,,
10028,149299,2,509 EAST 84 STREET,,,,,,,
10028,149299,1,16 HENDERSON PLACE,,,,,,,
10028,149293,1,224 EAST 83 STREET,,,,,,,
10028,149110,1,517 EAST 84 STREET,,,,,,,
10028,148950,7,EAST 84 STREET,,,,,,,
10028,148396,1,314 EAST 81 STREET,,,,,,,
10028,148178,1,156 EAST 82 STREET,,,,,,,
10028,148178,1,152 EAST 82 STREET,,,,,,,
10028,148178,2,154 EAST 82 STREET,,,,,,,
10028,148178,1,203 EAST 82 STREET,,,,,,,
10028,147704,1,118 EAST 82 STREET,,,,,,,
10028,147573,1,248 EAST 83 STREET,,,,,,,
10028,146534,1,426 EAST 84 STREET,,,,,,,
10028,146534,1,428 EAST 84 STREET,,,,,,,
10028,146534,1,427 EAST 84 STREET,,,,,,,
10028,146534,1,553 EAST 86 STREET,,,,,,,
10028,142868,2,327 EAST 82 STREET,,,,,,,
10028,142797,1,348 EAST 84 STREET,,,,,,,
10028,141120,2,308 EAST 84 STREET,,,,,,,
10028,140671,1,435 EAST 84 STREET,,,,,,,
10028,139945,1,238 EAST 83 STREET,,,,,,,
10028,139945,1,223 EAST 83 STREET,,,,,,,
10028,139893,1,310 EAST 84 STREET,,,,,,,
10028,139345,1,14 HENDERSON PLACE,,,,,,,
10028,139263,4,22 EAST 84 STREET,,,,,,,
10028,139207,1,302 EAST 82 STREET,,,,,,,
10028,139207,1,350 EAST 84 STREET,,,,,,,
10028,137638,1,238 EAST 83 STREET,,,,,,,
10028,136275,1,154 EAST END AVENUE,,,,,,,
10028,132710,1,437 EAST 84 STREET,,,,,,,
10028,132206,1,246 EAST 83 STREET,,,,,,,
10028,131880,1,433 EAST 84 STREET,,,,,,,
10028,131880,1,520 EAST 82 STREET,,,,,,,
10028,131742,1,431 EAST 84 STREET,,,,,,,
10028,130068,1,503 EAST 82 STREET,,,,,,,
10028,129779,4,308 EAST 86 STREET,,,,,,,
10028,129681,1,420 EAST 84 STREET,,,,,,,
10028,129681,1,422 EAST 84 STREET,,,,,,,
10028,125950,1,241 EAST 82 STREET,,,,,,,
10028,121305,1,429 EAST 84 STREET,,,,,,,
10028,120674,1,6 HENDERSON PLACE,,,,,,,
10028,116121,1,513 EAST 84 STREET,,,,,,,
10028,113602,1,549 EAST 86 STREET,,,,,,,
10028,110637,2,310 EAST 81 STREET,,,,,,,
10028,110314,1,551 EAST 86 STREET,,,,,,,
10028,105040,1,306 EAST 84 STREET,,,,,,,
10028,102573,4,312 EAST 86 STREET,,,,,,,
10028,97960,4,306 EAST 81 STREET,,,,,,,
10028,20700,11,1540R 2 AVENUE,,,,,,,
10028,450,11,EAST 82 STREET,,,,,,,
10028,0,11,MADISON AVENUE,,,,,,,
10028,0,3,20 EAST END AVENUE,,,,,,,
10028,0,11,48 EAST END AVENUE,,,,,,,
10028,0,4,70 EAST END AVENUE,,,,,,,
10028,0,4,72 EAST END AVENUE,,,,,,,
10029,269014950,8,1440 MADISON AVENUE,,,,,,,
10029,158927400,8,1425 MADISON AVENUE,,,,,,,
10029,123484950,8,1880 2 AVENUE,,,,,,,
10029,82882800,8,1470 MADISON AVENUE,,,,,,,
10029,71172450,3,2070 1 AVENUE,,,,,,,
10029,60763050,4,10 EAST 102 STREET,,,,,,,
10029,54499950,3,1710 3 AVENUE,,,,,,,
10029,47303100,3,2085 2 AVENUE,,,,,,,
10029,45481050,4,1309 5 AVENUE,,,,,,,
10029,42295500,4,1510 LEXINGTON AVENUE,,,,,,,
10029,39326400,8,1240 5 AVENUE,,,,,,,
10029,33754500,4,333 EAST 102 STREET,,,,,,,
10029,33034950,8,1768 3 AVENUE,,,,,,,
10029,33015769,4,1280 5 AVENUE,,,,,,,
10029,32058900,3,1545 MADISON AVENUE,,,,,,,
10029,31034700,3,310 EAST 115 STREET,,,,,,,
10029,27708300,3,1980 1 AVENUE,,,,,,,
10029,27361350,3,2055 3 AVENUE,,,,,,,
10029,27300600,3,1735 MADISON AVENUE,,,,,,,
10029,27080550,3,1337 5 AVENUE,,,,,,,
10029,26646300,3,1761 3 AVENUE,,,,,,,
10029,26144550,8,260 PLEASANT AVENUE,,,,,,,
10029,25328250,3,2086 2 AVENUE,,,,,,,
10029,24220800,3,1844 LEXINGTON AVENUE,,,,,,,
10029,24059700,10,545 EAST 116 STREET,,,,,,,
10029,23712750,3,1785 3 AVENUE,,,,,,,
10029,23638950,3,1833 LEXINGTON AVENUE,,,,,,,
10029,22605750,3,21 EAST 107 STREET,,,,,,,
10029,21905550,3,65 EAST 99 STREET,,,,,,,
10029,20836800,4,315 EAST 102 STREET,,,,,,,
10029,19935000,3,1851 3 AVENUE,,,,,,,
10029,18209700,8,1711 3 AVENUE,,,,,,,
10029,18207341,4,222 EAST 104 STREET,,,,,,,
10029,16934850,4,1490 LEXINGTON AVENUE,,,,,,,
10029,16864237,4,1200 5 AVENUE,,,,,,,
10029,16522650,3,55 EAST 102 STREET,,,,,,,
10029,16478100,9,2158 1 AVENUE,,,,,,,
10029,16110900,3,1170 5 AVENUE,,,,,,,
10029,16095600,4,1951 1 AVENUE,,,,,,,
10029,15718050,4,1641 MADISON AVENUE,,,,,,,
10029,15293250,4,1962 1 AVENUE,,,,,,,
10029,15293250,4,1940 1 AVENUE,,,,,,,
10029,15158700,3,2040 1 AVENUE,,,,,,,
10029,14944950,3,64 EAST 111 STREET,,,,,,,
10029,14381100,8,1587 MADISON AVENUE,,,,,,,
10029,14355000,8,5 EAST 102 STREET,,,,,,,
10029,14191650,3,301 EAST 99 STREET,,,,,,,
10029,14136754,4,1212 5 AVENUE,,,,,,,
10029,14133150,3,1270 5 AVENUE,,,,,,,
10029,14076450,3,1595 MADISON AVENUE,,,,,,,
10029,13739400,4,1160 5 AVENUE,,,,,,,
10029,13732200,4,1501 LEXINGTON AVENUE,,,,,,,
10029,13583250,8,1230 5 AVENUE,,,,,,,
10029,12655350,3,2 EAST 98 STREET,,,,,,,
10029,12640500,3,1158 5 AVENUE,,,,,,,
10029,12503700,4,307 EAST 101 STREET,,,,,,,
10029,12385350,8,2095 2 AVENUE,,,,,,,
10029,11275650,5,1216 5 AVENUE,,,,,,,
10029,11247750,3,1539 LEXINGTON AVENUE,,,,,,,
10029,11218500,6,2140 1 AVENUE,,,,,,,
10029,10956600,4,307 EAST 117 STREET,,,,,,,
10029,10817550,4,1250 5 AVENUE,,,,,,,
10029,10771650,3,1481 PARK AVENUE,,,,,,,
10029,10315350,8,1860 2 AVENUE,,,,,,,
10029,10242000,3,1281 PARK AVENUE,,,,,,,
10029,10176300,8,1880 1 AVENUE,,,,,,,
10029,10066050,8,176 EAST 115 STREET,,,,,,,
10029,9767700,4,217 EAST 104 STREET,,,,,,,
10029,9626400,8,1261 5 AVENUE,,,,,,,
10029,9345600,3,1505 PARK AVENUE,,,,,,,
10029,9117000,3,127 EAST 107 STREET,,,,,,,
10029,9027900,5,110 EAST 107 STREET,,,,,,,
10029,8985150,8,4 EAST 98 STREET,,,,,,,
10029,8979300,8,1247 PARK AVENUE,,,,,,,
10029,8974350,8,50 EAST 98 STREET,,,,,,,
10029,8863650,4,455 EAST 102 STREET,,,,,,,
10029,8803350,3,12 EAST 97 STREET,,,,,,,
10029,8719200,8,100 EAST 111 STREET,,,,,,,
10029,8631900,3,1215 5 AVENUE,,,,,,,
10029,8615250,3,1680 MADISON AVENUE,,,,,,,
10029,8045100,8,1615 MADISON AVENUE,,,,,,,
10029,7522200,8,438 EAST 116 STREET,,,,,,,
10029,7249950,8,421 EAST 106 STREET,,,,,,,
10029,7224750,5,325 EAST 104 STREET,,,,,,,
10029,6890850,8,410 EAST 100 STREET,,,,,,,
10029,6854850,8,430 EAST 100 STREET,,,,,,,
10029,6850800,8,7 EAST 116 STREET,,,,,,,
10029,6657750,8,1560 MADISON AVENUE,,,,,,,
10029,6617700,8,19 EAST 103 STREET,,,,,,,
10029,6617700,8,205 EAST 109 STREET,,,,,,,
10029,6346800,8,2050 2 AVENUE,,,,,,,
10029,6273000,3,213 EAST 99 STREET,,,,,,,
10029,6192900,8,115 EAST 111 STREET,,,,,,,
10029,6039000,3,1405 PARK AVENUE,,,,,,,
10029,5738392,4,1810 3 AVENUE,,,,,,,
10029,5657012,4,161 EAST 110 STREET,,,,,,,
10029,5642100,8,1220 5 AVENUE,,,,,,,
10029,5486406,4,1255 5 AVENUE,,,,,,,
10029,5432400,8,421 EAST 116 STREET,,,,,,,
10029,5371200,3,1952 2 AVENUE,,,,,,,
10029,5280297,4,1635 LEXINGTON AVENUE,,,,,,,
10029,5247000,8,1680 LEXINGTON AVENUE,,,,,,,
10029,5220450,3,16 EAST 98 STREET,,,,,,,
10029,5138550,4,1405 5 AVENUE,,,,,,,
10029,5107667,4,325 EAST 101 STREET,,,,,,,
10029,4943700,3,2185 2 AVENUE,,,,,,,
10029,4864050,5,105 EAST 106 STREET,,,,,,,
10029,4827150,4,1321 5 AVENUE,,,,,,,
10029,4586400,8,1836 3 AVENUE,,,,,,,
10029,4562550,5,1915 3 AVENUE,,,,,,,
10029,4525650,3,1760 MADISON AVENUE,,,,,,,
10029,4449150,4,1632 MADISON AVENUE,,,,,,,
10029,4424408,4,2132 2 AVENUE,,,,,,,
10029,4319100,3,3 EAST 101 STREET,,,,,,,
10029,4312350,8,19 EAST 98 STREET,,,,,,,
10029,3951450,3,1274 5 AVENUE,,,,,,,
10029,3662550,8,303 EAST 103 STREET,,,,,,,
10029,3599376,4,1668 MADISON AVENUE,,,,,,,
10029,3505950,3,342 EAST 110 STREET,,,,,,,
10029,3467250,3,160 EAST 103 STREET,,,,,,,
10029,3425850,3,222 EAST 111 STREET,,,,,,,
10029,3357000,4,1391 MADISON AVENUE,,,,,,,
10029,3326850,8,127 EAST 104 STREET,,,,,,,
10029,3326850,8,227 EAST 102 STREET,,,,,,,
10029,3288150,5,505 EAST 116 STREET,,,,,,,
10029,3224700,3,344 EAST 110 STREET,,,,,,,
10029,3215699,4,305 EAST 108 STREET,,,,,,,
10029,3074400,3,17 EAST 97 STREET,,,,,,,
10029,3051450,8,55 EAST 110 STREET,,,,,,,
10029,3014100,4,2019 1 AVENUE,,,,,,,
10029,3003750,3,333 EAST 109 STREET,,,,,,,
10029,3003300,4,55 EAST 115 STREET,,,,,,,
10029,2983950,4,121 EAST 110 STREET,,,,,,,
10029,2962350,4,1677 LEXINGTON AVENUE,,,,,,,
10029,2938950,8,2188 2 AVENUE,,,,,,,
10029,2933363,4,1595 LEXINGTON AVENUE,,,,,,,
10029,2841750,8,234 EAST 105 STREET,,,,,,,
10029,2818800,8,212 EAST 106 STREET,,,,,,,
10029,2763900,8,331 EAST 115 STREET,,,,,,,
10029,2754900,4,314 EAST 100 STREET,,,,,,,
10029,2754450,5,1968 2 AVENUE,,,,,,,
10029,2704050,7,1301 PARK AVENUE,,,,,,,
10029,2696842,3,319 EAST 105 STREET,,,,,,,
10029,2660408,3,330 EAST 109 STREET,,,,,,,
10029,2569050,4,76 EAST 116 STREET,,,,,,,
10029,2569050,5,176 EAST 116 STREET,,,,,,,
10029,2566800,3,138 EAST 112 STREET,,,,,,,
10029,2532150,5,162 EAST 116 STREET,,,,,,,
10029,2517300,8,116 EAST 97 STREET,,,,,,,
10029,2494800,11,1516 MADISON AVENUE,,,,,,,
10029,2474100,8,317 EAST 109 STREET,,,,,,,
10029,2463752,3,227 EAST 111 STREET,,,,,,,
10029,2416500,2,52 EAST 97 STREET,,,,,,,
10029,2412000,3,109 EAST 102 STREET,,,,,,,
10029,2380050,8,229 EAST 112 STREET,,,,,,,
10029,2376450,3,335 EAST 105 STREET,,,,,,,
10029,2309852,4,77 EAST 110 STREET,,,,,,,
10029,2250450,5,179 EAST 116 STREET,,,,,,,
10029,2243250,3,101 EAST 105 STREET,,,,,,,
10029,2227500,4,455 EAST 116 STREET,,,,,,,
10029,2204550,10,341 EAST 99 STREET,,,,,,,
10029,2203650,9,1565 MADISON AVENUE,,,,,,,
10029,2203201,3,317 EAST 111 STREET,,,,,,,
10029,2201850,3,53 EAST 97 STREET,,,,,,,
10029,2183852,3,324 EAST 112 STREET,,,,,,,
10029,2135700,4,1396 MADISON AVENUE,,,,,,,
10029,2119950,4,75 EAST 116 STREET,,,,,,,
10029,2102400,3,121 EAST 115 STREET,,,,,,,
10029,2090700,3,18 EAST 110 STREET,,,,,,,
10029,2032200,3,315 EAST 108 STREET,,,,,,,
10029,2011050,2,57 EAST 97 STREET,,,,,,,
10029,2005200,3,2153 1 AVENUE,,,,,,,
10029,1988100,5,1490 MADISON AVENUE,,,,,,,
10029,1978650,4,308 EAST 109 STREET,,,,,,,
10029,1964700,4,51 EAST 97 STREET,,,,,,,
10029,1961550,3,235 EAST 105 STREET,,,,,,,
10029,1961550,3,1949 1 AVENUE,,,,,,,
10029,1914750,3,326 EAST 100 STREET,,,,,,,
10029,1907100,3,9 EAST 97 STREET,,,,,,,
10029,1890900,8,158 EAST 115 STREET,,,,,,,
10029,1889100,4,102 EAST 104 STREET,,,,,,,
10029,1884150,4,315 EAST 105 STREET,,,,,,,
10029,1874250,8,155 EAST 107 STREET,,,,,,,
10029,1838700,8,27 EAST 104 STREET,,,,,,,
10029,1825650,3,315 EAST 103 STREET,,,,,,,
10029,1802700,8,25 EAST 104 STREET,,,,,,,
10029,1791000,8,218 EAST 106 STREET,,,,,,,
10029,1781100,4,1392 MADISON AVENUE,,,,,,,
10029,1760359,3,318 EAST 112 STREET,,,,,,,
10029,1738800,4,451 EAST 116 STREET,,,,,,,
10029,1686600,4,309 EAST 115 STREET,,,,,,,
10029,1685250,4,1865 2 AVENUE,,,,,,,
10029,1682100,4,174 EAST 106 STREET,,,,,,,
10029,1647000,3,126 EAST 104 STREET,,,,,,,
10029,1639350,2,169 EAST 101 STREET,,,,,,,
10029,1633950,4,127 EAST 102 STREET,,,,,,,
10029,1624950,5,126 EAST 116 STREET,,,,,,,
10029,1602000,2,321 EAST 108 STREET,,,,,,,
10029,1587150,11,203 EAST 104 STREET,,,,,,,
10029,1579950,3,130 EAST 104 STREET,,,,,,,
10029,1579950,3,118 EAST 104 STREET,,,,,,,
10029,1578600,3,122 EAST 104 STREET,,,,,,,
10029,1578600,3,114 EAST 104 STREET,,,,,,,
10029,1554300,4,1631 LEXINGTON AVENUE,,,,,,,
10029,1549350,3,101 EAST 116 STREET,,,,,,,
10029,1538100,3,168 EAST 112 STREET,,,,,,,
10029,1509750,8,321 EAST 111 STREET,,,,,,,
10029,1506150,4,167 EAST 116 STREET,,,,,,,
10029,1500750,4,124 EAST 107 STREET,,,,,,,
10029,1493550,2,159 EAST 102 STREET,,,,,,,
10029,1493100,8,15 EAST 97 STREET,,,,,,,
10029,1487250,2,22 EAST 105 STREET,,,,,,,
10029,1486800,2,26 EAST 105 STREET,,,,,,,
10029,1485000,11,EAST 107 STREET,,,,,,,
10029,1462050,8,122 EAST 111 STREET,,,,,,,
10029,1451250,4,2100 2 AVENUE,,,,,,,
10029,1445850,8,120 EAST 106 STREET,,,,,,,
10029,1442250,4,1642 LEXINGTON AVENUE,,,,,,,
10029,1438200,9,115 EAST 97 STREET,,,,,,,
10029,1431000,4,2109 1 AVENUE,,,,,,,
10029,1414800,4,1414 MADISON AVENUE,,,,,,,
10029,1399500,3,331 EAST 108 STREET,,,,,,,
10029,1394100,4,1569 LEXINGTON AVENUE,,,,,,,
10029,1389150,11,F D R DRIVE,,,,,,,
10029,1374300,3,115 EAST 116 STREET,,,,,,,
10029,1369350,2,327 EAST 108 STREET,,,,,,,
10029,1361700,4,1575 LEXINGTON AVENUE,,,,,,,
10029,1359900,4,1514 MADISON AVENUE,,,,,,,
10029,1356300,4,1904 3 AVENUE,,,,,,,
10029,1355850,2,112 EAST 103 STREET,,,,,,,
10029,1346400,4,1567 LEXINGTON AVENUE,,,,,,,
10029,1334250,4,1985 3 AVENUE,,,,,,,
10029,1327950,2,250 EAST 105 STREET,,,,,,,
10029,1322550,4,204 EAST 112 STREET,,,,,,,
10029,1311750,4,238 EAST 116 STREET,,,,,,,
10029,1296000,4,126 EAST 103 STREET,,,,,,,
10029,1291950,2,173 EAST 101 STREET,,,,,,,
10029,1282050,4,1571 LEXINGTON AVENUE,,,,,,,
10029,1276200,11,205 EAST 116 STREET,,,,,,,
10029,1273950,4,2147 2 AVENUE,,,,,,,
10029,1259100,2,146 EAST 98 STREET,,,,,,,
10029,1255500,5,160 EAST 110 STREET,,,,,,,
10029,1249200,2,179 EAST 100 STREET,,,,,,,
10029,1243800,8,116 EAST 106 STREET,,,,,,,
10029,1242900,2,142 EAST 98 STREET,,,,,,,
