ZipCode,AssessTot,LandUse,Address,MaxValues,,,,,,
10003,6008850,4,232 EAST 12 STREET,,,,,,,
10003,5998949,3,311 EAST 11 STREET,,,,,,,
10003,5986350,8,699 BROADWAY,,,,,,,
10003,5974200,5,18 EAST 16 STREET,,,,,,,
10003,5944950,6,867 BROADWAY,,,,,,,
10003,5934154,4,16 EAST 12 STREET,,,,,,,
10003,5926930,2,57 IRVING PLACE,,,,,,,
10003,5893200,3,712 BROADWAY,,,,,,,
10003,5875650,3,26 GRAMERCY PARK SOUTH,,,,,,,
10003,5862150,5,125 5 AVENUE,,,,,,,
10003,5845950,5,97 UNIVERSITY PLACE,,,,,,,
10003,5840100,3,115 EAST 12 STREET,,,,,,,
10003,5778000,3,304 EAST 20 STREET,,,,,,,
10003,5700600,3,30 EAST 10 STREET,,,,,,,
10003,5692950,3,237 EAST 20 STREET,,,,,,,
10003,5678099,5,5 EAST 16 STREET,,,,,,,
10003,5575950,3,840 BROADWAY,,,,,,,
10003,5504850,3,1 COOPER SQUARE,,,,,,,
10003,5475600,4,25 EAST 10 STREET,,,,,,,
10003,5467050,3,6 EAST 13 STREET,,,,,,,
10003,5424751,4,133 2 AVENUE,,,,,,,
10003,5414400,5,31 EAST 17 STREET,,,,,,,
10003,5407200,3,889 BROADWAY,,,,,,,
10003,5391450,4,236 EAST 13 STREET,,,,,,,
10003,5389650,8,3 TARAS SHEVCHENKO PL,,,,,,,
10003,5367600,8,713 BROADWAY,,,,,,,
10003,5367150,4,97 5 AVENUE,,,,,,,
10003,5335650,3,226 EAST 12 STREET,,,,,,,
10003,5242096,4,24 EAST 7 STREET,,,,,,,
10003,5208300,4,146 2 AVENUE,,,,,,,
10003,5192099,4,52 EAST 4 STREET,,,,,,,
10003,5176817,3,13 EAST 11 STREET,,,,,,,
10003,5118750,3,35 EAST 10 STREET,,,,,,,
10003,5115150,3,24 GRAMERCY PARK SOUTH,,,,,,,
10003,5110200,5,821 BROADWAY,,,,,,,
10003,5080050,5,13 UNIVERSITY PLACE,,,,,,,
10003,4995450,5,836 BROADWAY,,,,,,,
10003,4989150,3,40 EAST 19 STREET,,,,,,,
10003,4986900,5,29 EAST 19 STREET,,,,,,,
10003,4978350,3,61 IRVING PLACE,,,,,,,
10003,4945500,3,145 2 AVENUE,,,,,,,
10003,4929750,5,37 UNION SQUARE,,,,,,,
10003,4883850,5,419 LAFAYETTE STREET,,,,,,,
10003,4883400,5,223 EAST 17 STREET,,,,,,,
10003,4837500,3,65 4 AVENUE,,,,,,,
10003,4817250,5,29 3 AVENUE,,,,,,,
10003,4776401,4,10 EAST 14 STREET,,,,,,,
10003,4760100,4,220 PARK AVENUE SOUTH,,,,,,,
10003,4749300,5,66 3 AVENUE,,,,,,,
10003,4710600,10,112 EAST 16 STREET,,,,,,,
10003,4691700,8,220 EAST 6 STREET,,,,,,,
10003,4664700,8,342 EAST 14 STREET,,,,,,,
10003,4656600,3,105 EAST 15 STREET,,,,,,,
10003,4646250,8,165 2 AVENUE,,,,,,,
10003,4644900,8,24 WAVERLY PLACE,,,,,,,
10003,4583250,5,44 UNION SQUARE,,,,,,,
10003,4570200,3,104 2 AVENUE,,,,,,,
10003,4533750,4,99 3 AVENUE,,,,,,,
10003,4532400,4,105 EAST 16 STREET,,,,,,,
10003,4511694,4,7 GRAMERCY PARK WEST,,,,,,,
10003,4470750,5,45 EAST 20 STREET,,,,,,,
10003,4442850,5,71 COOPER SQUARE,,,,,,,
10003,4408200,8,4 WASHINGTON PLACE,,,,,,,
10003,4320450,5,95 5 AVENUE,,,,,,,
10003,4304250,8,327 EAST 13 STREET,,,,,,,
10003,4281300,8,28 STUYVESANT STREET,,,,,,,
10003,4265100,5,19 ST MARKS PLACE,,,,,,,
10003,4252950,4,151 2 AVENUE,,,,,,,
10003,4247100,3,43 EAST 10 STREET,,,,,,,
10003,4245300,3,179 3 AVENUE,,,,,,,
10003,4238550,3,45 5 AVENUE,,,,,,,
10003,4234950,3,18 EAST 18 STREET,,,,,,,
10003,4221388,4,12 EAST 13 STREET,,,,,,,
10003,4220822,4,133 5 AVENUE,,,,,,,
10003,4212000,4,9 EAST 16 STREET,,,,,,,
10003,4107600,5,124 EAST 14 STREET,,,,,,,
10003,4095450,3,34 EAST 10 STREET,,,,,,,
10003,4073398,4,63 COOPER SQUARE,,,,,,,
10003,4010850,3,18 EAST 14 STREET,,,,,,,
10003,3995100,4,159 2 AVENUE,,,,,,,
10003,3992400,8,14 WASHINGTON PLACE,,,,,,,
10003,3986100,4,80 4 AVENUE,,,,,,,
10003,3973500,3,59 4 AVENUE,,,,,,,
10003,3971700,4,141 2 AVENUE,,,,,,,
10003,3966750,3,107 UNIVERSITY PLACE,,,,,,,
10003,3965400,8,3 WASHINGTON PLACE,,,,,,,
10003,3960450,9,328 2 AVENUE,,,,,,,
10003,3932550,5,64 UNIVERSITY PLACE,,,,,,,
10003,3854649,2,17 EAST 12 STREET,,,,,,,
10003,3834000,5,103 5 AVENUE,,,,,,,
10003,3828150,3,49 EAST 12 STREET,,,,,,,
10003,3825900,3,28 EAST 4 STREET,,,,,,,
10003,3803400,3,41 UNIVERSITY PLACE,,,,,,,
10003,3798450,4,193 2 AVENUE,,,,,,,
10003,3782700,8,7 EAST 15 STREET,,,,,,,
10003,3779550,5,901 BROADWAY,,,,,,,
10003,3757318,4,5 EAST 17 STREET,,,,,,,
10003,3732750,8,214 EAST 19 STREET,,,,,,,
10003,3732750,8,210 EAST 19 STREET,,,,,,,
10003,3716150,4,61 5 AVENUE,,,,,,,
10003,3704850,3,224 EAST 20 STREET,,,,,,,
10003,3665252,3,233 EAST 17 STREET,,,,,,,
10003,3614851,4,835 BROADWAY,,,,,,,
10003,3604050,5,137 2 AVENUE,,,,,,,
10003,3600900,8,324 EAST 5 STREET,,,,,,,
10003,3600900,8,79 WASHINGTON SQUARE E,,,,,,,
10003,3599100,3,207 EAST 15 STREET,,,,,,,
10003,3596850,2,336 EAST 18 STREET,,,,,,,
10003,3579300,5,67 IRVING PLACE,,,,,,,
10003,3561299,4,130 EAST 12 STREET,,,,,,,
10003,3555000,5,30 COOPER SQUARE,,,,,,,
10003,3538800,5,34 COOPER SQUARE,,,,,,,
10003,3526650,8,82 WASHINGTON SQUARE E,,,,,,,
10003,3524850,5,181 2 AVENUE,,,,,,,
10003,3493350,4,31 2 AVENUE,,,,,,,
10003,3488400,2,231 EAST 13 STREET,,,,,,,
10003,3470850,5,34 EAST 14 STREET,,,,,,,
10003,3455100,3,82 IRVING PLACE,,,,,,,
10003,3453300,8,93 PARK AVENUE SOUTH,,,,,,,
10003,3440700,2,236 EAST 5 STREET,,,,,,,
10003,3418200,8,44 EAST 2 STREET,,,,,,,
10003,3417300,3,227 EAST 19 STREET,,,,,,,
10003,3396150,2,73 IRVING PLACE,,,,,,,
10003,3388500,4,345 EAST 12 STREET,,,,,,,
10003,3379950,3,38 EAST 1 STREET,,,,,,,
10003,3370050,5,57 EAST 11 STREET,,,,,,,
10003,3366900,2,346 EAST 13 STREET,,,,,,,
10003,3342600,4,865 BROADWAY,,,,,,,
10003,3341700,3,135 EAST 17 STREET,,,,,,,
10003,3341250,8,15 EAST 20 STREET,,,,,,,
10003,3340350,5,36 EAST 8 STREET,,,,,,,
10003,3326850,8,304 EAST 15 STREET,,,,,,,
10003,3297150,3,228 EAST 20 STREET,,,,,,,
10003,3296700,2,67 EAST 2 STREET,,,,,,,
10003,3278252,4,220 3 AVENUE,,,,,,,
10003,3273750,4,231 2 AVENUE,,,,,,,
10003,3261600,6,812 BROADWAY,,,,,,,
10003,3259350,4,21 1 AVENUE,,,,,,,
10003,3244950,3,24 EAST 13 STREET,,,,,,,
10003,3234600,3,15 EAST 10 STREET,,,,,,,
10003,3213900,2,340 EAST 18 STREET,,,,,,,
10003,3184200,8,222 2 AVENUE,,,,,,,
10003,3181950,5,9 EAST 19 STREET,,,,,,,
10003,3181500,2,346 EAST 18 STREET,,,,,,,
10003,3178350,3,140 EAST 17 STREET,,,,,,,
10003,3172500,3,55 EAST 11 STREET,,,,,,,
10003,3168621,5,39 EAST 20 STREET,,,,,,,
10003,3149037,4,66 EAST 11 STREET,,,,,,,
10003,3135600,3,19 ST MARKS PLACE,,,,,,,
10003,3132450,4,106 EAST 19 STREET,,,,,,,
10003,3130650,3,229 EAST 13 STREET,,,,,,,
10003,3121200,3,710 BROADWAY,,,,,,,
10003,3104656,4,210 EAST 5 STREET,,,,,,,
10003,3094650,5,893 BROADWAY,,,,,,,
10003,3082950,3,416 LAFAYETTE STREET,,,,,,,
10003,3076200,4,188 2 AVENUE,,,,,,,
10003,3065400,6,60 EAST 11 STREET,,,,,,,
10003,3064950,2,126 EAST 12 STREET,,,,,,,
10003,3050100,4,226 EAST 14 STREET,,,,,,,
10003,3035700,3,105 EAST 19 STREET,,,,,,,
10003,2990700,10,220 EAST 9 STREET,,,,,,,
10003,2980800,4,328 EAST 14 STREET,,,,,,,
10003,2972250,4,131 2 AVENUE,,,,,,,
10003,2967300,4,95 1 AVENUE,,,,,,,
10003,2962800,4,59 EAST 3 STREET,,,,,,,
10003,2952000,4,132 2 AVENUE,,,,,,,
10003,2949300,4,105 3 AVENUE,,,,,,,
10003,2947050,4,152 2 AVENUE,,,,,,,
10003,2905650,5,329 1 AVENUE,,,,,,,
10003,2893050,3,40 EAST 12 STREET,,,,,,,
10003,2890350,5,36 EAST 20 STREET,,,,,,,
10003,2887200,3,81 EAST 3 STREET,,,,,,,
10003,2876400,3,52 EAST 13 STREET,,,,,,,
10003,2874150,10,403 LAFAYETTE STREET,,,,,,,
10003,2866050,5,857 BROADWAY,,,,,,,
10003,2865600,4,96 3 AVENUE,,,,,,,
10003,2862000,4,3 EXTRA PLACE,,,,,,,
10003,2857050,4,129 2 AVENUE,,,,,,,
10003,2856600,4,127 2 AVENUE,,,,,,,
10003,2846700,4,12 ST MARKS PLACE,,,,,,,
10003,2830050,4,870 BROADWAY,,,,,,,
10003,2829150,3,205 EAST 10 STREET,,,,,,,
10003,2826000,8,331 EAST 12 STREET,,,,,,,
10003,2800800,3,206 EAST 17 STREET,,,,,,,
10003,2790000,4,160 2 AVENUE,,,,,,,
10003,2789724,3,35 EAST 20 STREET,,,,,,,
10003,2788650,5,20 UNION SQUARE,,,,,,,
10003,2765700,6,28 2 AVENUE,,,,,,,
10003,2749950,2,153 EAST 18 STREET,,,,,,,
10003,2742300,11,24 2 AVENUE,,,,,,,
10003,2739150,8,335 EAST 17 STREET,,,,,,,
10003,2727900,4,108 EAST 4 STREET,,,,,,,
10003,2724034,5,868 BROADWAY,,,,,,,
10003,2716200,8,313 BOWERY,,,,,,,
10003,2713050,2,235 EAST 13 STREET,,,,,,,
10003,2712150,2,239 EAST 13 STREET,,,,,,,
10003,2708550,4,198 2 AVENUE,,,,,,,
10003,2708100,5,235 1 AVENUE,,,,,,,
10003,2702250,2,339 EAST 12 STREET,,,,,,,
10003,2699100,3,313 EAST 5 STREET,,,,,,,
10003,2697300,2,115 EAST 10 STREET,,,,,,,
10003,2691900,6,126 EAST 13 STREET,,,,,,,
10003,2678850,4,321 1 AVENUE,,,,,,,
10003,2673900,4,88 2 AVENUE,,,,,,,
10003,2667600,4,230 EAST 14 STREET,,,,,,,
10003,2667150,4,192 2 AVENUE,,,,,,,
10003,2665800,3,229 EAST 12 STREET,,,,,,,
10003,2656350,2,310 EAST 19 STREET,,,,,,,
10003,2655900,10,68 EAST 11 STREET,,,,,,,
10003,2650950,5,6 ST MARKS PLACE,,,,,,,
10003,2644650,4,346 EAST 20 STREET,,,,,,,
10003,2643300,3,63 EAST 11 STREET,,,,,,,
10003,2639700,5,123 5 AVENUE,,,,,,,
10003,2635650,5,29 EAST 10 STREET,,,,,,,
10003,2634750,4,309 EAST 5 STREET,,,,,,,
10003,2623050,8,38 2 AVENUE,,,,,,,
10003,2619450,5,30 EAST 20 STREET,,,,,,,
10003,2618100,4,93 3 AVENUE,,,,,,,
10003,2615850,8,25 WAVERLY PLACE,,,,,,,
10003,2583450,4,159 1 AVENUE,,,,,,,
10003,2576700,4,243 1 AVENUE,,,,,,,
10003,2565450,4,175 3 AVENUE,,,,,,,
10003,2564550,3,110 EAST 13 STREET,,,,,,,
10003,2563200,4,13 ST MARKS PLACE,,,,,,,
10003,2561850,10,310 EAST 11 STREET,,,,,,,
10003,2561400,4,311 2 AVENUE,,,,,,,
10003,2556900,4,24 ST MARKS PLACE,,,,,,,
10003,2544750,8,220 EAST 19 STREET,,,,,,,
10003,2544750,8,218 EAST 19 STREET,,,,,,,
10003,2542950,8,216 EAST 19 STREET,,,,,,,
10003,2539800,4,87 2 AVENUE,,,,,,,
10003,2538900,5,36 EAST 12 STREET,,,,,,,
10003,2537550,9,2 2 AVENUE,,,,,,,
10003,2534850,4,64 3 AVENUE,,,,,,,
10003,2529450,5,80 UNIVERSITY PLACE,,,,,,,
10003,2517750,6,833 BROADWAY,,,,,,,
10003,2488950,8,28 WAVERLY PLACE,,,,,,,
10003,2487150,3,225 EAST 10 STREET,,,,,,,
10003,2485152,4,235 EAST 11 STREET,,,,,,,
10003,2481300,5,241 EAST 19 STREET,,,,,,,
10003,2475900,6,827 BROADWAY,,,,,,,
10003,2474100,4,13 EAST 16 STREET,,,,,,,
10003,2469150,4,208 EAST 6 STREET,,,,,,,
10003,2446650,4,245 EAST 13 STREET,,,,,,,
10003,2443950,4,11 ST MARKS PLACE,,,,,,,
10003,2441700,8,26 EAST 20 STREET,,,,,,,
10003,2434500,8,6 EAST 3 STREET,,,,,,,
10003,2430000,8,66 EAST 4 STREET,,,,,,,
10003,2425500,2,306 EAST 5 STREET,,,,,,,
10003,2420100,2,343 EAST 5 STREET,,,,,,,
10003,2410200,4,434 LAFAYETTE STREET,,,,,,,
10003,2404800,3,338 EAST 15 STREET,,,,,,,
10003,2394451,4,15 ST MARKS PLACE,,,,,,,
10003,2376000,2,21 EAST 2 STREET,,,,,,,
10003,2371050,4,306 EAST 6 STREET,,,,,,,
10003,2365650,5,34 UNION SQUARE,,,,,,,
10003,2361150,2,317 2 AVENUE,,,,,,,
10003,2353050,4,325 BOWERY,,,,,,,
10003,2350350,8,7 RUTHERFORD PLACE,,,,,,,
10003,2323350,2,120 EAST 4 STREET,,,,,,,
10003,2322903,3,72 EAST 3 STREET,,,,,,,
10003,2322000,3,8 EAST 12 STREET,,,,,,,
10003,2320200,8,34 EAST 12 STREET,,,,,,,
10003,2320051,2,78 IRVING PLACE,,,,,,,
10003,2318850,6,23 EAST 17 STREET,,,,,,,
10003,2310750,3,54 EAST 11 STREET,,,,,,,
10003,2309850,2,50 EAST 3 STREET,,,,,,,
10003,2308500,4,214 EAST 9 STREET,,,,,,,
10003,2303550,4,8 ST MARKS PLACE,,,,,,,
10003,2289150,4,83 1 PLACE,,,,,,,
10003,2286000,3,70 IRVING PLACE,,,,,,,
10003,2262196,4,82 UNIVERSITY PLACE,,,,,,,
10003,2261700,5,136 2 AVENUE,,,,,,,
10003,2256300,4,732 BROADWAY,,,,,,,
10003,2250450,2,113 EAST 11 STREET,,,,,,,
10003,2249550,2,240 EAST 15 STREET,,,,,,,
10003,2247700,3,61 EAST 11 STREET,,,,,,,
10003,2242350,2,332 EAST 15 STREET,,,,,,,
10003,2232000,8,1 1/2 5 AVENUE,,,,,,,
10003,2220750,2,329 EAST 13 STREET,,,,,,,
10003,2219850,6,21 EAST 17 STREET,,,,,,,
10003,2217150,8,38 EAST 7 STREET,,,,,,,
10003,2215350,4,77 2 AVENUE,,,,,,,
10003,2192400,4,41 EAST 7 STREET,,,,,,,
10003,2187450,4,8 EAST 16 STREET,,,,,,,
10003,2175753,2,355 EAST 19 STREET,,,,,,,
10003,2175750,4,81 ST MARKS PLACE,,,,,,,
10003,2173950,4,334 EAST 13 STREET,,,,,,,
10003,2169900,4,73 EAST 7 STREET,,,,,,,
10003,2154150,2,332 EAST 18 STREET,,,,,,,
10003,2147400,5,213 PARK AVENUE SOUTH,,,,,,,
10003,2146950,4,239 1 AVENUE,,,,,,,
10003,2145817,4,20 EAST 17 STREET,,,,,,,
10003,2142000,4,216 EAST 10 STREET,,,,,,,
10003,2142000,8,14 IRVING PLACE,,,,,,,
10003,2142000,8,244 EAST 15 STREET,,,,,,,
10003,2138850,4,54 EAST 4 STREET,,,,,,,
10003,2137050,5,120 3 AVENUE,,,,,,,
10003,2130750,3,237 EAST 10 STREET,,,,,,,
10003,2125350,4,4 ST MARKS PLACE,,,,,,,
10003,2117700,4,125 EAST 4 STREET,,,,,,,
10003,2107350,3,132 EAST 19 STREET,,,,,,,
10003,2105100,4,62 EAST 1 STREET,,,,,,,
10003,2089800,4,237 EAST 5 STREET,,,,,,,
10003,2081250,2,330 EAST 19 STREET,,,,,,,
10003,2074500,4,88 3 AVENUE,,,,,,,
10003,2074500,4,51 EAST 10 STREET,,,,,,,
10003,2069550,4,119 UNIVERSITY PLACE,,,,,,,
10003,2068200,3,16 2 AVENUE,,,,,,,
10003,2065950,8,21 WASHINGTON PLACE,,,,,,,
10003,2061450,4,92 2 AVENUE,,,,,,,
10003,2057400,2,207 EAST 14 STREET,,,,,,,
10003,2046150,8,804 BROADWAY,,,,,,,
10003,2046150,8,28 GRAMERCY PARK SOUTH,,,,,,,
10003,2037600,2,104 EAST 4 STREET,,,,,,,
10003,2037150,3,29 1 AVENUE,,,,,,,
10003,2035800,6,736 BROADWAY,,,,,,,
10003,2029050,4,359 BOWERY,,,,,,,
10003,2023200,3,91 EAST 3 STREET,,,,,,,
10003,2002500,2,233 EAST 10 STREET,,,,,,,
10003,2002050,4,7 ST MARKS PLACE,,,,,,,
10003,1990350,3,128 EAST 16 STREET,,,,,,,
10003,1988550,2,348 EAST 15 STREET,,,,,,,
10003,1986750,4,74 UNIVERSITY PLACE,,,,,,,
10003,1980000,3,232 EAST 18 STREET,,,,,,,
10003,1979550,3,232 EAST 6 STREET,,,,,,,
10003,1978470,4,791 BROADWAY,,,,,,,
10003,1976850,4,86 UNIVERSITY PLACE,,,,,,,
10003,1968300,4,226 3 AVENUE,,,,,,,
10003,1967400,8,17 GRAMERCY PARK SOUTH,,,,,,,
10003,1947600,5,56 IRVING PLACE,,,,,,,
10003,1946700,4,124 2 AVENUE,,,,,,,
10003,1945800,3,56 ST MARKS PLACE,,,,,,,
10003,1940850,3,54 EAST 3 STREET,,,,,,,
10003,1934100,2,326 EAST 19 STREET,,,,,,,
10003,1932750,4,50 3 AVENUE,,,,,,,
10003,1925580,4,137 EAST 37 STREET,,,,,,,
10003,1924650,3,208 EAST 13 STREET,,,,,,,
10003,1920600,4,68 2 AVENUE,,,,,,,
10003,1917450,4,32 COOPER SQUARE,,,,,,,
10003,1917237,3,43 EAST 19 STREET,,,,,,,
10003,1917000,2,51 EAST 2 STREET,,,,,,,
10003,1915287,3,37 EAST 12 STREET,,,,,,,
10003,1912050,2,210 EAST 17 STREET,,,,,,,
10003,1908900,4,5 ST MARKS PLACE,,,,,,,
10003,1908450,5,17 IRVING PLACE,,,,,,,
10003,1907100,4,21 EAST 9 STREET,,,,,,,
10003,1906650,4,202 EAST 6 STREET,,,,,,,
10003,1899900,5,111 EAST 15 STREET,,,,,,,
10003,1899000,3,234 EAST 14 STREET,,,,,,,
10003,1893150,3,214 EAST 11 STREET,,,,,,,
10003,1881900,4,118 2 AVENUE,,,,,,,
10003,1876500,8,10 WASHINGTON PLACE,,,,,,,
10003,1875600,3,231 EAST 14 STREET,,,,,,,
10003,1874700,4,174 2 AVENUE,,,,,,,
10003,1870650,2,224 EAST 11 STREET,,,,,,,
10003,1869300,4,302 EAST 5 STREET,,,,,,,
10003,1847294,4,47 EAST 19 STREET,,,,,,,
10003,1840500,5,39 EAST 13 STREET,,,,,,,
10003,1839150,4,224 EAST 13 STREET,,,,,,,
10003,1836450,4,68 EAST 1 STREET,,,,,,,
10003,1830150,4,86 2 AVENUE,,,,,,,
10003,1817550,8,15 WASHINGTON PLACE,,,,,,,
10003,1813950,2,226 EAST 13 STREET,,,,,,,
10003,1812150,2,120 2 AVENUE,,,,,,,
10003,1809000,4,16 EAST 18 STREET,,,,,,,
10003,1808550,3,722 BROADWAY,,,,,,,
10003,1805850,4,21 EAST 7 STREET,,,,,,,
10003,1803600,4,318 EAST 11 STREET,,,,,,,
10003,1795500,4,69 2 AVENUE,,,,,,,
10003,1795500,4,17 ST MARKS PLACE,,,,,,,
10003,1788300,6,831 BROADWAY,,,,,,,
10003,1780650,4,188 3 AVENUE,,,,,,,
10003,1779750,2,241 EAST 13 STREET,,,,,,,
10003,1779570,4,28 EAST 14 STREET,,,,,,,
10003,1778077,3,64 EAST 1 STREET,,,,,,,
10003,1774350,5,58 EAST 11 STREET,,,,,,,
10003,1760850,3,19 ST MARKS PLACE,,,,,,,
10003,1756800,4,338 EAST 11 STREET,,,,,,,
10003,1754100,4,33 ST MARKS PLACE,,,,,,,
10003,1753200,4,116 2 AVENUE,,,,,,,
10003,1745100,4,17 STUYVESANT STREET,,,,,,,
10003,1744650,3,22 IRVING PLACE,,,,,,,
10003,1734750,4,225 EAST 5 STREET,,,,,,,
10003,1722600,4,214 EAST 10 STREET,,,,,,,
10003,1711800,2,70 UNIVERSITY PLACE,,,,,,,
10003,1710000,4,34 1/2 ST MARKS PLACE,,,,,,,
10003,1696950,2,342 EAST 15 STREET,,,,,,,
10003,1696500,2,211 EAST 14 STREET,,,,,,,
10003,1693800,4,162 3 AVENUE,,,,,,,
10003,1690650,4,340 EAST 11 STREET,,,,,,,
10003,1690650,2,105 EAST 10 STREET,,,,,,,
10003,1690030,2,136 EAST 19 STREET,,,,,,,
10003,1686150,5,110 UNIVERSITY PLACE,,,,,,,
10003,1684800,3,876 BROADWAY,,,,,,,
10003,1680300,4,103 2 AVENUE,,,,,,,
10003,1676700,4,320 EAST 9 STREET,,,,,,,
10003,1674000,9,310 EAST 5 STREET,,,,,,,
10003,1664550,3,21 GRAMERCY PARK SOUTH,,,,,,,
10003,1660950,5,20 EAST 15 STREET,,,,,,,
10003,1657800,4,80 EAST 7 STREET,,,,,,,
10003,1655100,4,139 2 AVENUE,,,,,,,
10003,1654650,4,111 EAST 12 STREET,,,,,,,
10003,1653750,4,31 ST MARKS PLACE,,,,,,,
10003,1653300,5,119 EAST 11 STREET,,,,,,,
10003,1653300,4,134 EAST 17 STREET,,,,,,,
10003,1653300,4,132 EAST 17 STREET,,,,,,,
10003,1644750,8,10 WAVERLY PLACE,,,,,,,
10003,1643850,4,309 EAST 9 STREET,,,,,,,
10003,1639350,2,233 EAST 12 STREET,,,,,,,
10003,1629900,8,59 EAST 2 STREET,,,,,,,
10003,1617750,4,310 EAST 6 STREET,,,,,,,
10003,1614150,3,16 EAST 11 STREET,,,,,,,
10003,1603800,4,53 2 AVENUE,,,,,,,
10003,1603350,4,328 EAST 9 STREET,,,,,,,
10003,1601550,3,103 EAST 10 STREET,,,,,,,
10003,1597950,4,302 EAST 19 STREET,,,,,,,
10003,1594350,4,34 EAST 7 STREET,,,,,,,
10003,1587150,2,75 EAST 3 STREET,,,,,,,
10003,1587150,2,73 EAST 3 STREET,,,,,,,
10003,1585800,4,18 ST MARKS PLACE,,,,,,,
10003,1582650,8,46 2 AVENUE,,,,,,,
10003,1581750,4,35 UNION SQUARE,,,,,,,
10003,1579500,4,243 EAST 13 STREET,,,,,,,
10003,1570050,4,22 ST MARKS PLACE,,,,,,,
10003,1567800,4,235 2 AVENUE,,,,,,,
10003,1566000,5,140 2 AVENUE,,,,,,,
10003,1564335,4,126 UNIVERSITY PLACE,,,,,,,
10003,1560150,8,59 EAST 4 STREET,,,,,,,
10003,1560000,2,20 EAST 14 STREET,,,,,,,
10003,1558800,5,108 EAST 16 STREET,,,,,,,
10003,1555200,4,67 EAST 3 STREET,,,,,,,
10003,1553850,2,313 EAST 12 STREET,,,,,,,
10003,1552050,5,147 1 AVENUE,,,,,,,
10003,1551312,4,17 EAST 17 STREET,,,,,,,
10003,1548900,4,26 ST MARKS PLACE,,,,,,,
10003,1548450,6,84 UNIVERSITY PLACE,,,,,,,
10003,1545750,3,212 EAST 13 STREET,,,,,,,
10003,1540800,4,63 EAST 7 STREET,,,,,,,
10003,1538004,3,20 EAST 20 STREET,,,,,,,
10003,1532900,4,79 EAST 2 STREET,,,,,,,
10003,1527750,2,332 EAST 19 STREET,,,,,,,
10003,1527300,5,215 EAST 15 STREET,,,,,,,
10003,1522800,4,73 2 AVENUE,,,,,,,
10003,1518300,4,32 EAST 7 STREET,,,,,,,
10003,1517400,2,76 ST MARKS PLACE,,,,,,,
10003,1516950,4,65 ST MARKS PLACE,,,,,,,
10003,1515600,4,60 EAST 4 STREET,,,,,,,
10003,1514250,4,3 EAST 17 STREET,,,,,,,
10003,1511100,2,58 EAST 3 STREET,,,,,,,
10003,1508850,5,167 3 AVENUE,,,,,,,
10003,1501650,4,52 IRVING PLACE,,,,,,,
10003,1499850,3,29 5 AVENUE,,,,,,,
10003,1499850,5,39 UNION SQUARE,,,,,,,
10003,1494450,3,133 EAST 17 STREET,,,,,,,
10003,1493550,8,26 WASHINGTON PLACE,,,,,,,
10003,1493550,8,31 WEST 4 STREET,,,,,,,
10003,1493550,8,7 EAST 10 STREET,,,,,,,
10003,1486800,4,334 EAST 11 STREET,,,,,,,
10003,1486800,5,724 BROADWAY,,,,,,,
10003,1482750,4,27 ST MARKS PLACE,,,,,,,
10003,1479150,2,64 ST MARKS PLACE,,,,,,,
10003,1474650,4,325 EAST 5 STREET,,,,,,,
10003,1473750,2,19 STUYVESANT STREET,,,,,,,
10003,1465200,4,235 EAST 14 STREET,,,,,,,
10003,1462950,10,410 LAFAYETTE STREET,,,,,,,
10003,1462500,2,205 EAST 14 STREET,,,,,,,
10003,1461150,3,112 EAST 17 STREET,,,,,,,
10003,1458900,4,30 ST MARKS PLACE,,,,,,,
10003,1458000,4,86 EAST 3 STREET,,,,,,,
10003,1458000,4,15 EAST 15 STREET,,,,,,,
10003,1456650,4,36 EAST 4 STREET,,,,,,,
10003,1450350,8,22 EAST 8 STREET,,,,,,,
10003,1447650,4,332 EAST 11 STREET,,,,,,,
10003,1445400,4,122 2 AVENUE,,,,,,,
10003,1442250,2,323 EAST 12 STREET,,,,,,,
10003,1441350,4,217 EAST 10 STREET,,,,,,,
10003,1441350,4,32 ST MARKS PLACE,,,,,,,
10003,1440900,4,66 EAST 3 STREET,,,,,,,
10003,1436850,2,337 EAST 13 STREET,,,,,,,
10003,1434600,2,228 EAST 13 STREET,,,,,,,
10003,1433250,6,813 BROADWAY,,,,,,,
10003,1431000,2,118 EAST 4 STREET,,,,,,,
10003,1431000,2,52 EAST 7 STREET,,,,,,,
10003,1431000,2,131 EAST 17 STREET,,,,,,,
10003,1428300,4,112 EAST 4 STREET,,,,,,,
10003,1426050,2,206 EAST 10 STREET,,,,,,,
10003,1425600,8,107 2 AVENUE,,,,,,,
10003,1424250,2,330 EAST 15 STREET,,,,,,,
10003,1423350,5,18 EAST 17 STREET,,,,,,,
10003,1413450,2,218 EAST 6 STREET,,,,,,,
10003,1408500,2,139 EAST 13 STREET,,,,,,,
10003,1404450,4,215 1 AVENUE,,,,,,,
10003,1402200,4,60 EAST 3 STREET,,,,,,,
10003,1401128,2,38 STUYVESANT STREET,,,,,,,
10003,1399050,2,333 EAST 13 STREET,,,,,,,
10003,1398600,2,209 EAST 10 STREET,,,,,,,
10003,1397250,8,327 EAST 17 STREET,,,,,,,
10003,1393879,4,13 EAST 17 STREET,,,,,,,
10003,1392750,2,335 EAST 13 STREET,,,,,,,
10003,1390050,2,342 EAST 13 STREET,,,,,,,
10003,1389600,4,34 ST MARKS PLACE,,,,,,,
10003,1387800,2,326 EAST 11 STREET,,,,,,,
