ZipCode,AssessTot,LandUse
10003,483251,4
10003,481950,8
10003,480150,8
10003,479494,3
10003,479250,8
10003,476100,4
10003,475540,2
10003,474910,2
10003,471150,5
10003,468475,4
10003,464064,2
10003,463950,8
10003,463950,8
10003,463050,4
10003,462688,4
10003,462688,4
10003,456976,2
10003,454950,10
10003,454043,2
10003,450900,5
10003,449835,2
10003,449590,2
10003,448310,2
10003,444693,2
10003,444408,4
10003,442800,2
10003,441900,8
10003,441420,1
10003,440490,2
10003,440100,5
10003,439053,2
10003,438349,2
10003,436983,2
10003,434700,5
10003,434411,2
10003,434330,2
10003,433126,2
10003,431841,2
10003,431280,2
10003,430556,4
10003,430200,5
10003,429583,2
10003,429131,4
10003,427500,4
10003,425700,8
10003,422246,4
10003,421650,4
10003,419400,5
10003,417703,4
10003,416418,4
10003,416250,8
10003,415350,10
10003,413383,2
10003,413062,2
10003,407808,2
10003,407421,2
10003,406987,4
10003,405600,2
10003,405000,2
10003,404851,2
10003,402279,2
10003,401589,4
10003,401498,2
10003,401302,4
10003,401263,2
10003,400143,2
10003,400143,2
10003,398990,2
10003,398425,4
10003,396450,8
10003,396437,2
10003,394686,4
10003,393283,2
10003,391854,1
10003,390968,4
10003,390968,4
10003,389428,4
10003,387900,8
10003,386945,2
10003,385573,4
10003,385573,3
10003,385573,2
10003,385573,2
10003,384070,4
10003,383454,4
10003,382847,2
10003,380541,2
10003,380432,4
10003,378894,4
10003,377861,2
10003,377005,2
10003,374597,2
10003,374350,2
10003,374319,4
10003,372324,2
10003,370800,8
10003,370500,2
10003,368111,4
10003,367578,2
10003,364904,2
10003,363150,4
10003,361350,4
10003,359784,4
10003,359689,4
10003,359252,4
10003,358650,4
10003,358341,2
10003,357750,4
10003,357552,1
10003,357012,4
10003,356785,2
10003,355778,4
10003,355171,2
10003,354512,2
10003,354474,2
10003,351871,2
10003,351000,8
10003,350870,4
10003,350179,4
10003,349650,5
10003,349081,1
10003,348004,2
10003,345752,1
10003,344951,2
10003,343800,8
10003,343475,2
10003,341150,2
10003,340476,2
10003,340180,2
10003,340180,2
10003,339120,1
10003,338839,4
10003,338839,2
10003,338839,2
10003,338839,2
10003,336733,4
10003,335448,2
10003,335106,2
10003,332249,4
10003,331776,1
10003,329289,1
10003,329289,1
10003,328302,2
10003,326643,4
10003,325800,8
10003,323804,2
10003,323394,4
10003,323199,4
10003,321894,2
10003,320524,1
10003,320363,4
10003,319894,4
10003,319500,5
10003,318470,4
10003,318405,1
10003,317987,4
10003,317528,1
10003,314171,2
10003,313599,2
10003,312774,2
10003,312774,4
10003,311728,2
10003,311123,2
10003,310950,4
10003,309056,4
10003,308084,2
10003,307559,4
10003,305550,8
10003,304952,4
10003,304200,10
10003,303188,2
10003,302287,2
10003,301563,2
10003,301407,1
10003,300747,4
10003,300360,1
10003,299819,4
10003,298883,4
10003,297133,2
10003,296870,2
10003,295903,4
10003,295509,4
10003,295477,4
10003,294434,4
10003,294300,8
10003,294187,4
10003,292854,1
10003,291397,4
10003,291397,4
10003,291236,1
10003,291049,4
10003,288923,2
10003,288289,4
10003,286972,4
10003,286201,1
10003,285736,4
10003,285736,2
10003,284622,2
10003,284101,2
10003,284038,2
10003,282009,4
10003,279692,2
10003,278965,4
10003,278616,4
10003,278508,4
10003,278414,4
10003,277330,4
10003,274787,2
10003,273715,2
10003,272937,2
10003,271070,4
10003,271070,2
10003,270900,7
10003,270299,4
10003,269965,4
10003,269900,2
10003,269900,2
10003,269407,1
10003,269224,4
10003,269164,1
10003,268369,2
10003,267883,1
10003,267330,2
10003,267330,2
10003,266983,2
10003,266405,1
10003,266113,2
10003,266025,1
10003,265857,4
10003,265224,4
10003,263551,2
10003,263430,2
10003,263332,1
10003,262659,2
10003,262339,2
10003,261732,4
10003,261129,1
10003,260903,2
10003,260646,4
10003,260556,4
10003,260100,8
10003,259342,4
10003,258954,4
10003,258589,1
10003,258333,4
10003,258037,2
10003,257514,4
10003,256950,8
10003,255600,4
10003,253357,4
10003,250217,2
10003,249269,2
10003,249269,4
10003,247611,2
10003,247050,11
10003,246967,2
10003,245005,4
10003,244350,11
10003,242398,2
10003,241542,4
10003,241339,4
10003,241339,4
10003,239791,2
10003,238924,4
10003,238791,4
10003,238530,2
10003,238140,1
10003,236700,2
10003,235800,11
10003,235305,4
10003,234579,4
10003,234579,4
10003,234098,4
10003,232243,2
10003,232029,2
10003,231344,2
10003,231300,10
10003,230956,2
10003,230404,2
10003,228488,2
10003,224288,4
10003,223632,4
10003,221546,2
10003,220630,1
10003,218944,2
10003,218868,4
10003,218669,1
10003,218398,2
10003,216853,4
10003,215100,7
10003,214633,2
10003,214272,1
10003,213726,4
10003,213726,2
10003,212806,2
10003,210078,4
10003,209250,10
10003,208516,2
10003,208271,2
10003,207450,4
10003,207360,1
10003,206698,4
10003,205981,2
10003,204240,1
10003,203343,1
10003,203299,2
10003,203299,4
10003,203299,4
10003,203299,4
10003,203299,4
10003,202302,2
10003,201744,4
10003,200695,2
10003,200170,2
10003,199065,1
10003,199065,1
10003,198559,1
10003,198088,2
10003,198088,2
10003,197571,1
10003,196948,2
10003,194941,1
10003,194526,2
10003,193072,4
10003,193004,2
10003,192875,4
10003,190399,2
10003,190330,2
10003,190268,2
10003,189744,2
10003,188901,1
10003,188856,2
10003,188764,1
10003,187817,4
10003,187664,2
10003,187664,4
10003,187664,2
10003,186390,2
10003,186324,1
10003,186048,4
10003,185793,1
10003,185671,4
10003,185056,4
10003,184186,4
10003,183417,4
10003,183417,4
10003,183417,2
10003,182971,4
10003,182933,2
10003,182476,1
10003,182449,2
10003,182449,2
10003,182449,2
10003,182403,2
10003,182403,4
10003,180454,1
10003,180446,4
10003,180160,2
10003,179461,1
10003,179158,4
10003,179158,1
10003,179158,1
10003,179158,1
10003,178590,2
10003,177290,4
10003,177234,2
10003,177234,2
10003,176194,2
10003,176177,4
10003,174434,2
10003,173514,1
10003,173043,2
10003,172025,4
10003,172025,4
10003,171366,2
10003,171366,2
10003,170727,4
10003,170727,2
10003,169417,4
10003,169417,2
10003,167199,4
10003,166810,2
10003,166810,4
10003,166810,2
10003,166810,2
10003,166810,2
10003,165888,1
10003,165888,1
10003,165888,1
10003,165888,1
10003,165173,2
10003,162637,2
10003,162611,4
10003,162516,1
10003,161740,2
10003,161740,1
10003,161599,2
10003,161599,2
10003,161599,2
10003,161010,4
10003,160526,1
10003,160358,1
10003,160083,2
10003,159252,1
10003,158991,2
10003,158428,1
10003,158067,2
10003,157860,2
10003,157593,4
10003,157593,1
10003,157244,4
10003,156410,4
10003,156410,1
10003,156384,2
10003,155859,2
10003,155859,4
10003,153777,2
10003,153770,1
10003,153446,1
10003,152640,2
10003,152485,2
10003,151171,2
10003,150492,1
10003,149350,1
10003,149299,4
10003,149087,4
10003,149087,2
10003,148565,4
10003,148178,2
10003,148178,2
10003,147962,4
10003,147600,10
10003,147600,9
10003,147478,1
10003,144803,4
10003,142420,1
10003,142389,4
10003,142389,4
10003,141387,2
10003,141093,2
10003,140875,4
10003,140832,1
10003,140671,1
10003,139974,4
10003,139348,1
10003,138140,4
10003,137719,4
10003,137616,4
10003,135830,1
10003,135534,2
10003,135000,6
10003,134368,1
10003,133968,4
10003,132735,4
10003,132735,4
10003,132710,4
10003,132710,2
10003,132576,1
10003,132355,4
10003,131880,1
10003,131380,4
10003,131008,4
10003,130321,4
10003,130321,2
10003,125724,1
10003,124416,1
10003,124200,9
10003,124200,5
10003,123319,4
10003,119005,4
10003,118800,11
10003,118609,1
10003,118242,1
10003,117525,1
10003,117287,4
10003,117226,1
10003,116727,1
10003,114668,4
10003,114506,1
10003,113356,1
10003,112073,2
10003,111132,4
10003,111016,4
10003,110367,2
10003,109659,1
10003,108422,4
10003,108408,4
10003,107424,1
10003,107424,1
10003,106750,2
10003,105062,1
10003,104842,4
10003,103680,2
10003,102513,1
10003,102295,2
10003,100900,4
10003,100648,1
10003,100224,1
10003,99490,2
10003,98745,1
10003,98490,4
10003,96768,2
10003,96768,2
10003,96007,4
10003,95056,4
10003,93293,2
10003,93264,1
10003,91224,1
10003,91224,1
10003,90036,4
10003,88738,1
10003,86192,4
10003,85405,1
10003,85358,2
10003,83496,2
10003,83402,2
10003,83368,2
10003,82917,1
10003,80844,2
10003,80179,1
10003,79944,4
10003,79903,4
10003,78256,1
10003,77990,1
10003,76692,2
10003,74649,1
10003,74452,1
10003,72795,1
10003,72400,4
10003,71662,1
10003,70670,2
10003,70406,1
10003,70264,4
10003,70151,2
10003,69894,1
10003,68961,4
10003,68961,1
10003,67098,1
10003,66466,4
10003,62281,1
10003,60333,4
10003,57777,1
10003,56228,4
10003,55915,1
10003,54450,1
10003,53119,4
10003,52970,2
10003,50375,2
10003,48830,1
10003,47433,2
10003,46448,4
10003,45609,2
10003,42756,2
10003,42756,1
10003,42756,1
10003,38242,4
10003,38019,2
10003,35224,1
10003,19407,4
10003,4950,11
10003,0,7
10003,0,11
10003,0,6
10003,0,2
10003,0,3
10003,0,7
10003,0,3
10003,0,7
10003,0,3
10009,635384250,4
10009,94988700,3
10009,67478400,3
10009,46499400,4
10009,39330900,3
10009,31368600,4
10009,26874000,7
10009,25018650,3
10009,19946250,9
10009,19186200,8
10009,18101700,3
10009,17685900,3
10009,16634700,3
10009,16159500,3
10009,15893550,8
10009,15662250,4
10009,14721620,4
10009,13550400,3
10009,13319550,7
10009,12477150,3
10009,12467250,3
10009,12052350,8
10009,11815200,3
10009,11666700,4
10009,10616400,4
10009,9941400,4
10009,9914498,4
10009,9863599,4
10009,9775350,8
10009,9649800,4
10009,9303750,3
10009,9154800,4
10009,9154351,4
10009,9103050,3
10009,8931600,3
10009,8805150,8
10009,8621550,8
10009,8223750,7
10009,8157150,3
10009,8134650,3
10009,7777800,4
10009,7426388,4
10009,6946118,4
10009,6557400,8
10009,5985900,2
10009,5898150,4
10009,5848650,4
10009,5732550,8
10009,5519252,4
10009,5233950,8
10009,5201577,4
10009,5168700,3
10009,5021100,8
10009,4989155,4
10009,4927950,8
10009,4875751,4
10009,4772700,8
10009,4761900,3
10009,4744350,3
10009,4701150,4
10009,4667400,3
10009,4656150,6
10009,4594050,3
10009,4583250,3
10009,4522050,4
10009,4468500,2
10009,4375350,4
10009,4328997,2
10009,4284900,3
10009,4248900,3
10009,4248900,3
10009,4243950,8
10009,4241247,4
10009,4179150,4
10009,4163401,4
10009,4053600,2
10009,3990150,4
10009,3946500,9
10009,3888000,4
10009,3884400,3
10009,3786750,4
10009,3685950,9
10009,3682800,2
10009,3665250,3
10009,3657600,4
10009,3654900,4
10009,3640050,8
10009,3639600,3
10009,3600000,3
10009,3499650,11
10009,3444300,4
10009,3428100,4
10009,3414600,3
10009,3412350,4
10009,3390306,4
10009,3352050,3
10009,3347100,3
10009,3345300,2
10009,3326850,8
10009,3315150,3
10009,3301200,2
10009,3276450,3
10009,3275550,4
10009,3263400,3
10009,3253546,4
10009,3238650,9
10009,3203550,4
10009,3197249,3
10009,3148201,3
10009,3144150,8
10009,3142350,3
10009,3130200,4
10009,3121650,3
10009,3117602,4
10009,3086550,4
10009,3034350,4
10009,3022295,4
10009,3004650,11
10009,3001050,4
10009,2980350,4
10009,2974950,4
10009,2938500,4
10009,2934450,4
10009,2914200,2
10009,2875500,3
10009,2869200,5
10009,2834100,3
10009,2804850,8
10009,2784600,4
10009,2779650,3
10009,2729700,4
10009,2713500,8
10009,2682900,4
10009,2666700,4
10009,2621700,3
10009,2613150,3
10009,2611800,4
10009,2609550,4
10009,2589300,4
10009,2575800,2
10009,2562300,3
10009,2551050,2
10009,2528100,8
10009,2524950,4
10009,2524950,4
10009,2514600,4
10009,2506694,4
10009,2503350,4
10009,2500650,8
10009,2495700,4
10009,2493450,8
10009,2490300,4
10009,2482650,7
10009,2451600,4
10009,2430000,4
10009,2427300,4
10009,2424600,4
10009,2418750,3
10009,2417850,3
10009,2413800,4
10009,2410650,11
10009,2407500,3
10009,2393100,4
10009,2391750,8
10009,2386350,4
10009,2385000,8
10009,2380950,4
10009,2349450,4
10009,2338650,4
10009,2325605,4
10009,2322450,4
10009,2309850,3
10009,2305350,4
10009,2287800,4
10009,2286000,2
10009,2277450,4
10009,2271600,4
10009,2268900,4
10009,2258550,2
10009,2240100,3
10009,2239200,3
10009,2214900,4
10009,2206800,3
10009,2205450,3
10009,2143350,2
10009,2135250,8
10009,2114550,4
10009,2111850,9
10009,2101050,2
10009,2088450,8
10009,2078100,4
10009,2063250,3
10009,2055150,2
10009,2052747,3
10009,2050200,3
10009,2042550,3
10009,2038500,2
10009,2031300,4
10009,2029950,3
10009,2021851,3
10009,2015100,5
10009,1993950,4
10009,1990800,4
10009,1989900,3
10009,1980000,4
10009,1960200,4
10009,1957950,4
10009,1956600,3
10009,1956150,2
10009,1948950,2
10009,1944900,3
10009,1942650,4
10009,1941302,4
10009,1935900,4
10009,1930050,3
10009,1929150,2
10009,1928250,5
10009,1917450,2
10009,1913400,3
10009,1900350,4
10009,1898100,2
10009,1878750,4
10009,1878300,2
10009,1869750,3
10009,1868400,8
10009,1866150,3
10009,1860300,2
10009,1859850,3
10009,1845000,8
10009,1844100,8
10009,1830600,4
10009,1829250,4
10009,1819350,2
10009,1818900,2
10009,1815750,4
10009,1808100,2
10009,1799100,4
10009,1792350,4
10009,1790553,2
10009,1786950,4
10009,1784700,2
10009,1782000,4
10009,1776600,3
10009,1774800,2
10009,1774800,4
10009,1773000,3
10009,1761300,4
10009,1760400,4
10009,1757250,3
10009,1750500,4
10009,1743750,2
10009,1743750,8
10009,1741950,4
10009,1740150,2
10009,1721250,3
10009,1707300,2
10009,1700550,2
10009,1700100,4
10009,1697850,4
10009,1695150,2
10009,1691550,2
10009,1689750,4
10009,1688883,2
10009,1685250,4
10009,1671747,4
10009,1667700,4
10009,1666350,4
10009,1664307,2
10009,1663650,2
10009,1654650,4
10009,1649250,4
10009,1646100,5
10009,1641600,4
10009,1637550,2
10009,1635750,3
10009,1632600,4
10009,1631700,2
10009,1626300,4
10009,1618200,3
10009,1613700,2
10009,1613700,4
10009,1590300,2
10009,1590300,4
10009,1585800,2
10009,1582200,2
10009,1577700,8
10009,1562850,4
10009,1561050,4
10009,1560150,4
10009,1554300,2
10009,1548450,2
10009,1545300,4
10009,1544850,3
10009,1538100,2
10009,1536300,4
10009,1535850,2
10009,1529097,4
10009,1521000,4
10009,1520102,2
10009,1520100,4
10009,1514700,3
10009,1514250,3
10009,1511062,4
10009,1510200,2
10009,1503900,4
10009,1494900,2
10009,1492200,2
10009,1486800,4
10009,1486800,4
10009,1485450,4
10009,1476900,2
10009,1473862,4
10009,1453500,11
10009,1452600,4
10009,1448550,4
10009,1442250,3
10009,1441350,2
10009,1441350,2
10009,1436400,2
10009,1427850,4
10009,1427400,3
10009,1426500,3
10009,1416150,2
10009,1415250,4
10009,1412550,4
10009,1409200,4
10009,1406250,2
10009,1405350,6
10009,1399500,2
10009,1392750,2
10009,1392300,4
10009,1390950,2
10009,1390950,4
10009,1390050,2
10009,1386000,2
10009,1383300,4
10009,1378350,4
10009,1378350,4
10009,1372500,4
10009,1370700,3
10009,1366200,4
10009,1355400,2
10009,1354050,4
10009,1350450,2
10009,1346850,4
10009,1345500,4
10009,1343250,4
10009,1335994,4
10009,1334700,4
10009,1326600,2
10009,1325250,2
10009,1324350,2
10009,1323000,2
10009,1317150,4
10009,1309500,5
10009,1308150,2
10009,1307250,2
10009,1303200,4
10009,1301850,2
10009,1296000,4
10009,1296000,4
10009,1295550,4
10009,1294650,4
10009,1291500,2
10009,1288350,3
10009,1286550,2
10009,1285650,2
10009,1284585,4
10009,1283850,2
10009,1282500,3
10009,1282050,2
10009,1282050,4
10009,1276650,4
10009,1269000,4
10009,1263600,4
10009,1262700,4
10009,1262700,4
10009,1262700,5
10009,1253478,4
10009,1251000,2
10009,1250100,2
10009,1246950,3
10009,1245150,2
10009,1241100,8
10009,1240200,2
10009,1231650,4
10009,1230300,2
10009,1226250,2
10009,1224000,4
10009,1223550,4
10009,1223100,4
10009,1223100,8
10009,1222650,2
10009,1222200,3
10009,1218600,4
10009,1216350,4
10009,1215000,2
10009,1212300,2
10009,1210950,2
10009,1200600,2
10009,1196100,4
10009,1195650,2
10009,1194750,4
10009,1193850,2
10009,1191600,2
10009,1189350,4
10009,1188929,4
10009,1187550,2
10009,1185300,4
10009,1182600,2
10009,1180350,4
10009,1178100,2
10009,1176750,3
10009,1175850,3
10009,1171350,4
10009,1169101,3
10009,1165050,4
10009,1161900,2
10009,1154250,2
10009,1151100,2
10009,1150650,4
10009,1149750,8
10009,1148850,2
10009,1148400,4
10009,1145250,3
10009,1144350,4
10009,1144350,2
10009,1143900,3
10009,1141650,4
10009,1135800,4
10009,1133565,4
10009,1131750,4
10009,1129050,2
10009,1127700,4
10009,1127250,2
10009,1126350,2
10009,1122300,4
10009,1122300,2
10009,1118250,4
10009,1117350,2
10009,1115550,2
10009,1114650,2
10009,1112850,4
10009,1110600,4
10009,1108800,4
10009,1107900,4
10009,1107000,4
10009,1102950,2
10009,1102950,3
10009,1100250,2
10009,1100250,2
10009,1094850,2
10009,1093050,4
10009,1088100,2
10009,1087650,2
10009,1087650,4
10009,1084950,4
10009,1082250,4
10009,1080450,4
10009,1077750,2
10009,1077750,2
10009,1073088,3
10009,1069650,2
10009,1057500,4
10009,1056600,2
10009,1053000,4
10009,1046250,2
10009,1044450,4
10009,1042918,4
10009,1039500,2
10009,1036800,4
10009,1036350,4
10009,1031850,2
10009,1030500,2
10009,1027350,4
10009,1026450,2
10009,1026450,4
10009,1020150,2
10009,1020150,2
10009,1019250,2
10009,1019250,2
10009,1019142,4
10009,1019142,4
10009,1019142,4
10009,1017900,2
10009,1017450,5
10009,1015650,2
10009,1014696,4
10009,1013850,4
10009,1010700,2
10009,1010250,2
10009,1009800,4
10009,1005300,4
10009,1003500,2
10009,999632,3
10009,999000,3
10009,999000,4
10009,998550,3
10009,998100,9
10009,997656,4
10009,996300,5
10009,991800,2
10009,991350,3
10009,991350,4
10009,990900,2
10009,988200,2
10009,985050,2
10009,982800,2
10009,982800,2
10009,982350,2
10009,979650,2
10009,979200,2
10009,979200,4
10009,978300,2
10009,977850,3
10009,977850,2
10009,976500,2
10009,975150,4
10009,972000,2
10009,967950,3
10009,967950,2
10009,966600,3
10009,966597,2
10009,966150,2
10009,963450,2
10009,963000,2
10009,962550,4
10009,958500,2
10009,956700,2
10009,947700,4
10009,939600,2
10009,936450,4
10009,935550,2
10009,935100,3
10009,934494,2
10009,933300,4
10009,931050,4
10009,922500,8
10009,920250,3
10009,918900,4
10009,918450,4
10009,917550,5
10009,916650,2
10009,914400,8
10009,913500,4
10009,911700,3
10009,911700,2
10009,910350,8
10009,910350,3
10009,906300,2
10009,896400,2
10009,895391,4
10009,894600,3
10009,892800,4
10009,888750,2
10009,887438,4
10009,885600,2
10009,884700,2
10009,884700,8
10009,884250,2
10009,881550,4
10009,880901,4
10009,880650,4
10009,880200,2
10009,877950,2
10009,877050,4
10009,873900,2
10009,873000,2
10009,870750,2
10009,862200,2
10009,858150,4
10009,855000,4
10009,852750,4
10009,849150,5
10009,848700,2
10009,843300,2
10009,843300,2
10009,842400,2
10009,837900,2
10009,835650,2
10009,831150,2
10009,828000,2
10009,826200,2
10009,826200,11
10009,823950,4
10009,821164,4
10009,819900,2
10009,819000,2
10009,817650,2
10009,814500,4
10009,810900,4
10009,807750,2
10009,806890,4
10009,805500,9
10009,805050,4
10009,804150,2
10009,803920,2
10009,803700,2
10009,801900,2
10009,801900,2
10009,799650,4
10009,798300,9
10009,794250,9
10009,791550,2
10009,790650,2
10009,790200,2
10009,789750,4
10009,787638,2
10009,782100,2
10009,781650,4
10009,781650,2
10009,781375,2
10009,776250,2
10009,775800,2
10009,775800,4
10009,774900,2
10009,774450,2
10009,771048,2
10009,769500,4
10009,768028,4
10009,765450,2
10009,760950,2
10009,758700,2
10009,757305,2
10009,756900,2
10009,753300,4
10009,753300,2
10009,752400,8
10009,751950,8
10009,749250,2
10009,747450,2
10009,744750,3
10009,744750,4
10009,744300,4
10009,742050,2
10009,739800,3
10009,736200,2
10009,735403,2
10009,735300,2
10009,734850,5
10009,727650,2
10009,726300,4
10009,725850,4
10009,720000,2
10009,719100,11
10009,718200,4
10009,717300,6
10009,714150,4
10009,714150,4
10009,713700,8
10009,713250,3
10009,711000,2
10009,707400,2
10009,704700,4
10009,702000,8
10009,702000,8
10009,696150,2
10009,693450,2
10009,691650,4
10009,691008,4
10009,690750,2
10009,687600,2
10009,684000,4
10009,682650,2
10009,682200,4
10009,681750,5
10009,679950,2
10009,677250,2
10009,675000,2
10009,668327,4
10009,667800,4
10009,664650,2
10009,662400,2
10009,659250,11
10009,657000,2
10009,655200,2
10009,654300,4
10009,653895,2
10009,650700,2
10009,650700,8
10009,648900,8
10009,648297,4
10009,647036,4
10009,645750,2
10009,644850,2
10009,644850,5
10009,644150,4
10009,638550,4
10009,636538,4
10009,635400,4
10009,633600,4
10009,631350,2
10009,631350,2
10009,622800,4
10009,621450,4
10009,620550,2
10009,620550,2
10009,620100,2
10009,614700,2
10009,608400,5
10009,607050,2
10009,605185,2
10009,603076,2
10009,599400,4
10009,598500,4
10009,598050,2
10009,594900,2
10009,591331,2
10009,591300,3
10009,589950,11
10009,587700,2
10009,585900,11
10009,585450,4
10009,582750,4
10009,582300,4
10009,575100,2
10009,573417,4
10009,572206,2
10009,569700,2
10009,568800,8
10009,566150,2
10009,563850,4
10009,562950,11
10009,561600,2
10009,561600,2
10009,561150,4
10009,559800,4
10009,558450,8
10009,556952,4
10009,553050,5
10009,551250,2
10009,545850,2
10009,544500,2
10009,543507,4
10009,538813,2
10009,537300,4
10009,534150,4
10009,526949,2
10009,526500,2
10009,526050,2
10009,525600,4
10009,522000,11
10009,520650,2
10009,519750,2
10009,519300,5
10009,518921,4
10009,518400,2
10009,514098,2
10009,514098,2
10009,513000,9
10009,512100,8
10009,511574,2
10009,507175,2
10009,506700,11
10009,505800,5
10009,505800,2
10009,505350,10
10009,504450,2
10009,503550,2
10009,502529,4
10009,501837,4
10009,500104,4
10009,499500,4
10009,499420,4
10009,498150,6
10009,496800,4
10009,494325,4
10009,494325,2
10009,494325,4
10009,493200,8
10009,491400,11
10009,488250,4
10009,486176,2
10009,484650,8
10009,483239,2
10009,481050,11
10009,481050,2
10009,478800,4
10009,477900,2
10009,477450,10
10009,472500,6
10009,471600,5
10009,471150,3
10009,470700,2
10009,470073,4
10009,468900,4
10009,468000,4
10009,464503,4
10009,463050,4
10009,462423,4
10009,461250,11
10009,460800,8
10009,459844,4
10009,454976,4
10009,453325,4
10009,453196,2
10009,446869,4
10009,446063,2
10009,445247,2
10009,438750,11
10009,433386,2
10009,433386,2
10009,432450,6
10009,431100,5
10009,431100,11
10009,427500,2
10009,424316,4
10009,422550,11
10009,422500,2
10009,418500,11
10009,418500,11
10009,414083,2
10009,414000,11
10009,411044,2
10009,404467,4
10009,403200,2
10009,396900,5
10009,395855,2
10009,395855,2
10009,395460,4
10009,394568,4
10009,393750,2
10009,391950,11
10009,391950,11
10009,391950,6
10009,388350,3
10009,385200,11
10009,385200,11
10009,385200,11
10009,381715,2
10009,380114,2
10009,379800,2
10009,379034,4
10009,378636,4
10009,377861,4
10009,372150,8
10009,372150,8
10009,372150,8
10009,366353,2
10009,365943,4
10009,365914,4
10009,364050,11
10009,361800,8
10009,361146,4
10009,360450,2
10009,356400,5
10009,356033,4
10009,355950,2
10009,355845,4
10009,354600,8
10009,354150,3
10009,353756,4
10009,353700,8
10009,350550,11
10009,348420,2
10009,348300,5
10009,348086,4
10009,344051,2
10009,343200,2
10009,334522,2
10009,333450,4
10009,332300,2
10009,329258,4
10009,325905,2
10009,325282,4
10009,324805,4
10009,324450,5
10009,322650,8
10009,316286,2
10009,316104,2
10009,315598,4
10009,314883,2
10009,313650,8
10009,313599,2
10009,311728,4
10009,311622,4
10009,311400,2
10009,307800,4
10009,306562,2
10009,306450,8
10009,304200,11
10009,303895,4
10009,301662,2
10009,301445,2
10009,300600,9
10009,297450,2
10009,296021,2
10009,293007,2
10009,292950,8
10009,291236,2
10009,290464,2
10009,287717,4
10009,286709,4
10009,286709,4
10009,282753,2
10009,281495,4
10009,280814,2
10009,280625,4
10009,279000,8
10009,279000,8
10009,278896,2
10009,278100,5
10009,276222,2
10009,274950,11
10009,271350,11
10009,269715,2
10009,269100,11
10009,269100,11
10009,267300,4
10009,265950,11
10009,265857,4
10009,265857,4
10009,263250,11
10009,262801,4
10009,262800,6
10009,262350,11
10009,262350,11
10009,262350,11
10009,262350,11
10009,262350,11
10009,262350,11
10009,262350,11
10009,260646,4
10009,260550,11
10009,260100,11
10009,257427,4
10009,256950,8
10009,255150,6
10009,252560,4
10009,251907,2
10009,250737,4
10009,250650,10
10009,250200,8
10009,247050,11
10009,245580,4
10009,245250,11
10009,245250,11
10009,245250,11
10009,245250,11
10009,245250,11
10009,245250,11
10009,245250,11
10009,245250,11
10009,245250,11
10009,245250,11
10009,244383,4
10009,244350,11
10009,244350,11
10009,243900,11
10009,243450,11
10009,243124,4
10009,243000,11
10009,243000,11
10009,241650,11
10009,241650,11
10009,241503,2
10009,240853,2
10009,240750,11
10009,240750,3
10009,239850,11
10009,238950,11
10009,237600,11
10009,237600,11
10009,237183,4
10009,234978,2
10009,233857,2
10009,233009,2
10009,232650,11
10009,232200,11
10009,229824,4
10009,229050,8
10009,227427,4
10009,226202,2
10009,225193,2
10009,224550,11
10009,223650,8
10009,223200,11
10009,220213,4
10009,220050,11
10009,218940,4
10009,213696,4
10009,213300,10
10009,210763,2
10009,210600,11
10009,210600,11
10009,208800,11
10009,208516,4
10009,208516,4
10009,207450,6
10009,207450,11
10009,207400,4
10009,205650,11
10009,204300,11
10009,204300,11
10009,203936,4
10009,203400,11
10009,203299,4
10009,203299,4
10009,203299,4
10009,202800,2
10009,200538,2
10009,199350,9
10009,199350,9
10009,197550,5
10009,196650,8
10009,195482,4
10009,195467,2
10009,194850,6
10009,194035,4
10009,192786,4
10009,192214,4
10009,190350,8
10009,188243,4
10009,188243,2
10009,187664,4
10009,187577,2
10009,187194,4
10009,186750,9
10009,186750,9
10009,186750,8
10009,186750,8
10009,186358,2
10009,184950,11
10009,184950,11
10009,184950,11
10009,184159,4
10009,182971,2
10009,182700,10
10009,182449,2
10009,182118,2
10009,181800,11
10009,181350,11
10009,181218,4
10009,181218,4
10009,180902,2
10009,179934,2
10009,179550,9
10009,179550,11
10009,178590,4
10009,176194,4
10009,176177,4
10009,175126,4
10009,175050,11
10009,174150,6
10009,174150,6
10009,173452,4
10009,172800,8
10009,172025,4
10009,171450,11
10009,171173,2
10009,170550,6
10009,170235,2
10009,169417,4
10009,169417,2
10009,168936,2
10009,168320,4
10009,166028,2
10009,165600,11
10009,165477,2
10009,164715,2
10009,164158,2
10009,163350,10
10009,163350,11
10009,163260,2
10009,162637,4
10009,161695,4
10009,161550,11
10009,159283,4
10009,158952,1
10009,158450,4
10009,158400,11
10009,158400,8
10009,158046,2
10009,157833,2
10009,157591,4
10009,156384,4
10009,156221,2
10009,155888,4
10009,155859,4
10009,154456,4
10009,153000,11
10009,153000,10
10009,152550,11
10009,152280,11
10009,152102,4
10009,152100,11
10009,151999,2
10009,150995,2
10009,150750,10
10009,150300,2
10009,149630,4
10009,149345,2
10009,149087,2
10009,149087,4
10009,147600,6
10009,146942,2
10009,146524,4
10009,146344,2
10009,146344,2
10009,145888,2
10009,145437,2
10009,144423,4
10009,143380,4
10009,143100,11
10009,143100,10
10009,143037,4
10009,142389,4
10009,142309,4
10009,142292,4
10009,140745,2
10009,140745,4
10009,139833,2
10009,137928,4
10009,135534,4
10009,135534,4
10009,135534,4
10009,135534,2
10009,135098,2
